# Newly-confirmed REGION-SAME no-funcmap US-C-portable functions.
# Generated by scripts/classify_nofuncmap.py (relocation-aware
# find_runs-style match + raw-byte exact pre-pass). These are NOT in
# layout/us_jp_funcmap.tsv -- the harvest agents can target them next.
# tier: exact=raw US bytes unique in JP (immediately portable);
#       reloc-unique=isolated-compile masked .text unique in JP;
#       reloc-ambiguous=masked .text matches >=2 JP sites (carve w/ neighbour).
# jp_addr	us_addr	size	tier	name	tu
0801FCC8	0801FFD0	8	reloc-ambiguous	ChapterIntro_Bg1And3Scroll_Init	chapterintrofx
0801FCC8	08069528	8	reloc-ambiguous	efxDarkGradoPalFlash_Init	banim-efxmagic-gleipnir
0801FCC8	0806B33C	8	reloc-ambiguous	EfxmagicShadowshot_FadeToBlack_Init	banim-efxmagic-shadowshot
0801FCC8	0806C14C	8	reloc-ambiguous	EfxmagicDemonsurgeFlash_Init	banim-efxmagic-demonsurge
0801FCC8	0806B938	8	reloc-ambiguous	EfxmagicDemonsurgeFadeBlack_Init	banim-efxmagic-demonsurge
0801FCC8	08086B74	8	reloc-ambiguous	BackgroundSlide_Init	mural_background
0801FCC8	0808FF10	8	reloc-ambiguous	CgTextInterpreter_0	cgtext
0801FCC8	080C7610	8	reloc-ambiguous	OpAnimMergeBGProcInit	opanim-main
0801FCD0	0801FFD8	56	reloc-unique	ChapterIntro_Bg1And3Scroll_Loop	chapterintrofx
0801FD08	08020010	140	reloc-unique	ChapterIntro_0	chapterintrofx
0801FD94	0802009C	84	reloc-unique	ChapterIntro_SetBG_0	chapterintrofx
0801FDE8	080200F0	460	reloc-unique	ChapterIntro_Init	chapterintrofx
0801FFB4	080202BC	60	reloc-unique	ChapterIntro_TwinLights_InitAndPlaySe	chapterintrofx
0801FFF0	080202F8	436	reloc-unique	ChapterIntro_TwinLights_Loop	chapterintrofx
080201DC	080204E4	148	reloc-unique	PutOppositeLightExplosionSprites	chapterintrofx
08020270	08020578	512	reloc-unique	ChapterIntro_LightExplosion_Loop	chapterintrofx
08020470	08020778	80	reloc-unique	ChapterIntro_DrawChapterTitle	chapterintrofx
080204C0	080207C8	44	reloc-unique	ChapterIntro_PutDecalSprite_Loop	chapterintrofx
08020738	08020A40	76	reloc-unique	ChapterIntro_1	chapterintrofx
08020784	08020A8C	108	reloc-unique	ChapterIntro_2	chapterintrofx
08020828	08020B30	252	reloc-unique	ChapterIntro_InitMapDisplay	chapterintrofx
08020924	08020C2C	120	reloc-unique	ChapterIntro_BeginFadeToMap	chapterintrofx
0802099C	08020CA4	280	reloc-unique	ChapterIntro_LoopFadeToMap	chapterintrofx
08020AE0	08020DE8	96	reloc-unique	ChapterIntro_RevealDecalSprite_Loop	chapterintrofx
08020B40	08020E48	100	reloc-unique	ChapterIntro_BeginFadeOut	chapterintrofx
08020BA4	08020EAC	84	reloc-unique	ChapterIntro_LoopFadeOut	chapterintrofx
08020BF8	08020F00	248	reloc-unique	ChapterIntro_BeginFastFadeToMap	chapterintrofx
08020CF0	08020FF8	136	reloc-unique	ChapterIntro_LoopFastFadeToMap	chapterintrofx
08020DC0	080210C8	192	reloc-unique	ChapterIntro_End	chapterintrofx
08020E80	08021188	64	reloc-unique	ChapterIntro_4	chapterintrofx
080211CC	080214D4	68	reloc-unique	GameOverScreen_End	gameoverbgfx
08021234	0802153C	180	reloc-ambiguous	ProcLightRuneAnim_Init	lightrunefx
080212E8	080215F0	120	reloc-ambiguous	ProcLightRuneAnim_Loop	lightrunefx
08021D68	08021F08	176	reloc-unique	StartCircularFadeAnim	whitecircularfadefx
08021E18	08021FB8	52	reloc-unique	ProcEmitSingleStar_Init	emitstarfx
08021E4C	08021FEC	116	reloc-unique	ProcEmitSingleStar_Loop	emitstarfx
080228A4	080229D4	32	reloc-ambiguous	TakeEffect	bmmenu
0802345C	08023498	16	reloc-ambiguous	Menu_SwitchIn	bmmenu
0802345C	08029A38	16	reloc-ambiguous	RepairMenuItemOnChange	bmitemuse
08023FD0	08024014	32	reloc-ambiguous	ArmoryCommandEffect	bmmenu
08023FD0	08024070	32	reloc-ambiguous	VendorCommandEffect	bmmenu
08023FD0	080240CC	32	reloc-ambiguous	SecretShopCommandEffect	bmmenu
080265CC	08026628	72	reloc-unique	ApplyUnitSpritePalettes	bmudisp
08026614	08026670	24	reloc-unique	ApplyUnitSpriteSepiaPalette	bmudisp
08026694	080266F0	140	reloc-unique	StartUiSMS	bmudisp
08026720	0802677C	128	reloc-unique	StartWorldMapSMS	bmudisp
080267A0	080267FC	204	reloc-unique	UseUnitSprite	bmudisp
0802686C	080268C8	148	reloc-unique	ApplyUnitSpriteImage16x16	bmudisp
08026900	0802695C	220	reloc-unique	ApplyUnitSpriteUiImage16x16	bmudisp
080269DC	08026A38	240	reloc-unique	ApplyUnitSpriteImage16x32	bmudisp
08026ACC	08026B28	244	reloc-unique	ApplyUnitSpriteImage32x32	bmudisp
08026BC0	08026C1C	784	reloc-unique	TornOutUnitSprite	bmudisp
08026ED0	08026F2C	104	reloc-unique	SyncUnitSpriteSheet	bmudisp
08026F38	08026F94	96	reloc-unique	ForceSyncUnitSpriteSheet	bmudisp
08026F98	08026FF4	116	reloc-unique	SetStandingMuFacingFast	bmudisp
0802700C	08027068	116	reloc-unique	SetStandingMuFacing	bmudisp
08027080	080270DC	96	reloc-unique	SetStandingMuFacingWM	bmudisp
08027144	080271A0	460	reloc-unique	RefreshUnitSprites	bmudisp
08027348	080273A4	396	reloc-unique	PutUnitSpritesOam	bmudisp
080274D4	08027530	184	reloc-unique	PutChapterMarkedTileIconOam	bmudisp
080279D4	08028100	12	reloc-ambiguous	ClearUnitSpriteList	bmudisp
080279D4	08058B70	12	reloc-ambiguous	SetBattleUnscripted	banim-ekrcmd
08027AF4	08027B60	232	reloc-unique	PutUnitSprite	bmudisp
08027BDC	08027C48	180	reloc-unique	PutUnitSpriteForClassId	bmudisp
08027C90	08027CFC	184	reloc-unique	PutWindowUnitSpriteForClassId	bmudisp
08027D48	08027DB4	152	reloc-unique	PutStandingMuSprite	bmudisp
08027DE0	08027E4C	220	reloc-unique	PutUiUnitSprite	bmudisp
08027FA8	08028014	236	reloc-unique	PutBlendWindowUnitSprite	bmudisp
080280A0	0802810C	36	reloc-unique	HideUnitSprite	bmudisp
08029024	0802907C	32	reloc-unique	CanUnitUseHealItem	bmitemuse
08029770	080297D0	60	reloc-unique	WarpSelect_OnConfirm	bmitemuse
080297AC	0802980C	52	reloc-unique	WarpSelect_OnCancel	bmitemuse
080297E0	08029840	20	reloc-unique	WarpSelect_OnEnd	bmitemuse
080297F4	08029854	40	reloc-unique	WarpOnSelectTarget	bmitemuse
08029E64	08029ED8	40	reloc-unique	DoUseTorchStaff	bmitemuse
08029E8C	08029F00	520	reloc-unique	CanUnitUseItemPrepScreen	bmitemuse
0802A094	0802A108	52	reloc-unique	DoesUnitHoldItemCC	bmitemuse
0802A0C8	0802A13C	208	reloc-unique	BattleGenerateSimulationInternal	bmbattle
0802A198	0802A20C	232	reloc-unique	BattleGenerateRealInternal	bmbattle
0802A280	0802A2F4	36	reloc-unique	BattleApplyGameStateUpdates	bmbattle
0802A4F0	0802A584	228	reloc-unique	InitBattleUnit	bmbattle
0802B164	0802B1F4	132	reloc-unique	BattleCheckSureShot	bmbattle
0802B1E8	0802B278	112	reloc-unique	BattleCheckPierce	bmbattle
0802B258	0802B2E8	164	reloc-unique	BattleCheckGreatShield	bmbattle
0802BF70	0802C028	136	reloc-unique	BattleApplyUnitUpdates	bmbattle
0802BFFC	0802C0B4	252	reloc-unique	GetBattleUnitUpdatedWeaponExp	bmbattle
0802C0F8	0802C1B0	60	reloc-unique	HasBattleUnitGainedWeaponLevel	bmbattle
0802C134	0802C1EC	232	reloc-unique	UpdateUnitFromBattle	bmbattle
0802C248	0802C300	52	reloc-unique	BattleApplyBallistaUpdates	bmbattle
0802C4F0	0802C5B8	128	reloc-unique	BattleApplyItemExpGains	bmbattle
0802C570	0802C638	104	reloc-unique	GetBattleUnitStaffExp	bmbattle
0802C5D8	0802C6A0	76	reloc-unique	BattleApplyMiscActionExpGains	bmbattle
0802C624	0802C6EC	84	reloc-unique	BattleUnitTargetSetEquippedWeapon	bmbattle
0802C7FC	0802C8C4	132	reloc-unique	InitObstacleBattleUnit	bmbattle
0802C8BC	0802C984	144	reloc-unique	UpdateObstacleFromBattle	bmbattle
0802C94C	0802CA14	92	reloc-unique	BeginBattleAnimations	bmbattle
0802CA5C	0802CB24	164	reloc-unique	BattleInitItemEffect	bmbattle
0802CB00	0802CBC8	84	reloc-unique	BattleInitItemEffectTarget	bmbattle
0802CB54	0802CC1C	28	reloc-unique	UpdateActorFromBattle	bmbattle
0802CB70	0802CC38	28	reloc-unique	BattleApplyMiscAction	bmbattle
0802CB8C	0802CC54	136	reloc-unique	BattleApplyItemEffect	bmbattle
0802CC14	0802CCDC	136	reloc-unique	GetOffensiveStaffAccuracy	bmbattle
0802CC9C	0802CD64	292	reloc-unique	BattleGenerateArena	bmbattle
0802CFF4	0802D0BC	504	reloc-unique	UnitLevelUp	bmbattle
0802D218	0802D2E0	216	reloc-unique	TradeMenu_InitUnitNameDisplay	bmtrade
0802D2F8	0802D3C0	120	reloc-unique	TradeMenu_HighlightUpdater_OnLoop	bmtrade
0802D3AC	0802D474	52	reloc-unique	TradeMenu_InitItemText	bmtrade
0802D3E0	0802D4A8	228	reloc-unique	TradeMenu_RefreshItemText	bmtrade
0802D520	0802D5E8	324	reloc-unique	TradeMenu_UpdateSelection	bmtrade
0802D664	0802D72C	104	reloc-unique	TradeMenu_ApplyItemSwap	bmtrade
0802D76C	0802D834	228	reloc-unique	TradeMenu_OnLoopUnselected	bmtrade
0802D8B8	0802D980	300	reloc-unique	TradeMenu_OnLoopSelected	bmtrade
0802DA34	0802DAFC	76	reloc-unique	TradeMenu_LoadForcedInitialHover	bmtrade
0802DC10	0802DCD8	148	reloc-unique	TradeMenu_HelpBox_OnEnd	bmtrade
0802DCA4	0802DD6C	100	reloc-unique	StartTradeMenu	bmtrade
0802DD08	0802DDD0	56	reloc-unique	TradeMenu_TutorialHandCursor_Update	bmtrade
0802DD40	0802DE08	100	reloc-unique	TradeMenu_DoubleTutorialHandCursor_Update	bmtrade
0802E078	0802E140	40	reloc-unique	CallTradeTutEventStart	bmtrade
0802E0A0	0802E1A8	32	reloc-ambiguous	CallTradeTutEventDone	bmtrade
0802E0A0	0802E168	32	reloc-ambiguous	CallTradeTutEventSlectItem	bmtrade
0802E0A0	0802E188	32	reloc-ambiguous	CallTradeTutEventPressAtoGetItem	bmtrade
0802E938	0802EA00	28	reloc-unique	RefreshEntityBmMapsAsRed	bmtrick
0802E9C8	0802EA90	48	reloc-unique	RemoveLightRune	bmtrick
0802EAC4	0802EB8C	12	reloc-unique	GetTrap	bmtrick
0802EEB8	0802EF80	44	reloc-unique	PostWarpStaff_RefreshMap	bmusemind
0802EEE4	0802EFAC	100	reloc-unique	ExecWarpStaff	bmusemind
0802EF48	0802F010	324	reloc-unique	ExecStatusStaff	bmusemind
0802F99C	0802FA4C	68	reloc-unique	ExecMine	bmusemind
0802F9E0	0802FA90	64	reloc-unique	ExecLightRune	bmusemind
0802FA20	0802FAD0	184	reloc-unique	ExecLightRuneSummon	bmusemind
0802FAD8	0802FB88	52	reloc-unique	ExecTorchStaff	bmusemind
0802FB0C	0802FBBC	140	reloc-unique	ExecDanceRing	bmusemind
0802FB98	0802FC48	876	reloc-unique	ActionStaffDoorChestUseItem	bmusemind
0802FF04	0802FFB4	104	reloc-unique	ActionPick	bmusemind
0802FF6C	0803001C	52	reloc-unique	AfterItemUse_SetTargetStatus	bmusemind
0802FFAC	0803005C	72	reloc-unique	BMapVSync_UpdateMapImgAnimations	bmio
0802FFF4	080300A4	80	reloc-unique	BMapVSync_UpdateMapPalAnimations	bmio
08030044	080300F4	68	reloc-unique	BMapVSync_InitMapAnimations	bmio
080301A8	08030258	120	reloc-unique	WfxSnow_Init	bmio
08030220	080302D0	192	reloc-unique	WfxSnow_VSync	bmio
080302E0	08030390	100	reloc-unique	WfxRain_Init	bmio
08030344	080303F4	128	reloc-unique	WfxRain_VSync	bmio
080303C4	08030474	112	reloc-unique	WfxSandStorm_Init	bmio
08030434	080304E4	92	reloc-unique	WfxSandStorm_VSync	bmio
0803054C	080305FC	120	reloc-unique	WfxSnowStorm_VSync	bmio
0803061C	080306CC	68	reloc-unique	WfxBlue_Init	bmio
08030664	08030714	68	reloc-unique	WfxFlamesHSync	bmio
08030728	080307D8	144	reloc-unique	WfxFlamesInitGradient	bmio
080307B8	08030868	100	reloc-unique	WfxFlamesInitParticles	bmio
0803082C	080308DC	108	reloc-unique	WfxFlamesUpdateGradient	bmio
080309A8	08030A58	44	reloc-unique	WfxClouds_Init	bmio
080309D4	08030A84	124	reloc-unique	WfxClouds_VSync	bmio
08030A50	08030B00	52	reloc-unique	WfxClouds_Update	bmio
08030B90	08030C40	60	reloc-unique	ResetMapPaletteAnimations	bmio
08030BE4	08030C94	44	reloc-unique	GetTextDisplaySpeed	bmio
08030D24	08030DD8	44	reloc-unique	ClearBattleMapState	bmio
08030D50	08030E04	324	reloc-unique	StartBattleMap	bmio
08030E94	08030F48	156	reloc-unique	RestartBattleMap	bmio
08031044	080310F8	92	reloc-unique	RefreshBMapDisplay_FromBattle	bmio
080310C4	08031178	48	reloc-unique	InitMoreBMapGraphics	bmio
08031108	080311BC	52	reloc-unique	StartBMapMain	bmio
0803113C	080311F0	36	reloc-unique	EndBMapMain	bmio
08031160	08031214	236	reloc-unique	ChapterChangeUnitCleanup	bmio
0803124C	08031300	60	reloc-unique	MapMain_ResumeFromPhaseIdle	bmio
08031288	0803133C	128	reloc-unique	MapMain_ResumeFromAction	bmio
08031308	080313BC	60	reloc-unique	MapMain_ResumeFromBskPhase	bmio
08031344	080313F8	124	reloc-unique	MapMain_ResumeFromArenaFight	bmio
080313C0	08031474	60	reloc-unique	MapMain_ResumeFromPhaseChange	bmio
080313FC	080314B0	36	reloc-unique	GameCtrl_DeclareCompletedChapter	bmio
080316E0	08031794	224	reloc-unique	ArenaBeginInternal	bmarena
080317C0	08031874	28	reloc-unique	ArenaBegin	bmarena
080317DC	08031890	36	reloc-unique	ArenaResume	bmarena
0803212C	080321E0	144	reloc-unique	ActionDrop	bmmind
080321BC	08032270	44	reloc-unique	ActionVisitAndSeize	bmmind
080321E8	0803229C	168	reloc-unique	ActionCombat	bmmind
08032290	08032344	20	reloc-unique	ActionArena	bmmind
080322A4	08032358	80	reloc-unique	ActionDance	bmmind
080322F4	080323A8	44	reloc-unique	ActionTalk	bmmind
08032320	080323D4	168	reloc-unique	ActionSupport	bmmind
080323C8	0803247C	216	reloc-unique	ActionSteal	bmmind
080324A0	08032554	44	reloc-ambiguous	ActionSummon	bmmind
080324A0	08032580	44	reloc-ambiguous	ActionSummonDK	bmmind
080324F8	080325AC	172	reloc-unique	DeathDropSpriteAnim_Loop	bmmind
080325C0	08032674	180	reloc-unique	DropRescueOnDeath	bmmind
08032674	08032728	40	reloc-unique	KillUnitOnCombatDeath	bmmind
0803269C	08032750	36	reloc-unique	KillUnitOnArenaDeathMaybe	bmmind
080326C0	08032774	64	reloc-unique	BATTLE_GOTO1_IfNobodyIsDead	bmmind
08032700	080327B4	20	reloc-unique	DidUnitDie	bmmind
08032714	080327C8	152	reloc-unique	BATTLE_PostCombatDeathFades	bmmind
080327B8	0803286C	68	reloc-unique	BATTLE_HandleCombatDeaths	bmmind
080327FC	080328B0	32	reloc-unique	RestoreMapSongBgm	bmmind
0803281C	080328D0	164	reloc-unique	BATTLE_HandleItemDrop	bmmind
080328C0	08032974	44	reloc-unique	Arena_KeepTargetAlive	bmmind
0803290C	080329C0	24	reloc-unique	StoreScriptBattleHits	bmmind
08033518	08033608	24	reloc-ambiguous	PrepScreenProc_ApplyBrownBoxPalette	prep_sallycursor
08033518	08098514	24	reloc-ambiguous	DrawUnitInfoBg_Init	prep_itemscreen
08033700	080337F0	128	reloc-unique	PrepCameraPan_Loop	prep_sallycursor
08033780	08033870	80	reloc-unique	InitPrepScreenUnitsAndCamera	prep_sallycursor
080337D0	080338C0	128	reloc-unique	InitPrepScreenCursorPosition	prep_sallycursor
08033850	08033940	56	reloc-unique	PrepScreenProc_SetupMapIdle	prep_sallycursor
08033888	08033978	640	reloc-unique	PrepScreenProc_MapIdle	prep_sallycursor
08033B08	08033BF8	24	reloc-unique	PrepMapMenu_ReturnToAtMenu	prep_sallycursor
080346B0	080347A8	44	reloc-unique	NewUnitInfoWindow	unitinfowindow
080346DC	080347D4	104	reloc-unique	UnitInfoWindow_PositionUnitName	unitinfowindow
080349E4	08034ADC	52	reloc-unique	PutUnitAidIconForTextAt	unitinfowindow
08034D64	08034E5C	320	reloc-unique	RefreshHammerneUnitInfoWindow	unitinfowindow
08034EB8	08034FB0	76	reloc-unique	RefreshUnitHpInfoWindow	unitinfowindow
08034F04	08034FFC	32	reloc-ambiguous	StartUnitHpStatusInfoWindow	unitinfowindow
08034F24	0803501C	116	reloc-unique	RefreshUnitHpStatusInfoWindow	unitinfowindow
08035384	0803547C	100	reloc-unique	PutSubtitleHelpText	bb
080353E8	080354E0	204	reloc-unique	InitSubtitleHelpText	bb
0803551C	08035614	28	reloc-unique	SubtitleHelpDarkener_Init	bb
08035554	0803564C	44	reloc-unique	SubtitleHelpDarkener_FadeOut	bb
08035580	08035678	32	reloc-unique	SubtitleHelp_Init	bb
080355A0	08035698	36	reloc-unique	SubtitleHelp_OnEnd	bb
08035610	08035708	64	reloc-unique	StartSubtitleHelp	bb
0803660C	0803650C	136	reloc-unique	InitBattleForecastIconPaletteBuffer	bksel
08036694	08036594	80	reloc-unique	InitBattleForecastLabels	bksel
080366E4	080365E4	68	reloc-unique	PutBattleForecastUnitName	bksel
08036918	08036818	600	reloc-unique	DrawBattleForecastContentsStandard	bksel
08036B70	08036A70	608	reloc-unique	DrawBattleForecastContentsExtended	bksel
08036E4C	08036D4C	80	reloc-unique	InitBattleForecastFramePalettes	bksel
08036E9C	08036D9C	128	reloc-unique	BattleForecast_Init	bksel
08036F2C	08036E2C	124	reloc-unique	PutBattleForecastTilemaps	bksel
08036FA8	08036EA8	164	reloc-unique	PutBattleForecastWeaponTriangleArrows	bksel
0803704C	08036F4C	156	reloc-unique	PutBattleForecastMultipliers	bksel
080370E8	08036FE8	116	reloc-unique	UpdateBattleForecastEffectivenessPalettes	bksel
0803720C	0803710C	228	reloc-ambiguous	BattleForecast_LoopSlideIn	bksel
0803720C	080371F0	228	reloc-ambiguous	BattleForecast_LoopSlideOut	bksel
0803744C	0803738C	40	reloc-unique	UpdateBattleForecastContents	bksel
080375B4	080374F4	28	reloc-unique	RegisterTrapDeathBWL	bmtrap
08037864	080377CC	36	reloc-unique	ExecTrapAfterWarp	bmtrap
080378C8	08037830	16	reloc-unique	ExecTrapAfterDeathDrop	bmtrap
080378D8	08037840	208	reloc-unique	LoadTrapData	bmtrap
08037D38	08037CA0	88	reloc-unique	UnlockPostgameAllyByEnemyCount	bmdifficulty
08037D90	08037CF8	96	reloc-unique	UnlockPostgameAllyByClearCount	bmdifficulty
08037FA8	08037E7C	52	reloc-unique	UpdateDungeonMapTime	bmdifficulty
08037FDC	08037EB0	284	reloc-unique	UpdateDungeonStats	bmdifficulty
08038334	08038208	20	reloc-unique	PushGlobalTimer	bmdifficulty
0803836C	08038240	520	reloc-unique	SetupDungeonRecordUi	bmdifficulty
08038574	08038448	116	reloc-unique	DrawDungeonRecordUiLabels	bmdifficulty
08038C1C	08038BA4	660	reloc-unique	DrawDungeonRecordUiText	bmdifficulty
08038EB0	08038E38	112	reloc-unique	DungeonRecordUi_UpdateRunningTime	bmdifficulty
08038F20	08038EA8	40	reloc-unique	DungeonRecordUi_KeyListenerUpdatesTime	bmdifficulty
08038F48	08038ED0	32	reloc-unique	DungeonRecordUi_KeyListener	bmdifficulty
08038F68	08038EF0	136	reloc-unique	EndDungeonRecordUi	bmdifficulty
08038FF0	08038F78	164	reloc-unique	DungeonRecordUi_CopyDigitsToObjVram	bmdifficulty
08039094	0803901C	184	reloc-unique	DungeonRecordUi_UpdateValueAnim_Init	bmdifficulty
0803914C	080390D4	252	reloc-unique	DungeonRecordUi_UpdateValueAnim_Loop	bmdifficulty
08039278	08039200	156	reloc-unique	GetCurrentDungeonValueByUiLabel	bmdifficulty
080393D8	08039360	220	reloc-unique	DungeonRecordUi_IsNewRecordForLabel	bmdifficulty
08039504	0803948C	28	reloc-unique	DungeonRecordUi_ClearCountClearText	bmdifficulty
08039520	080394A8	172	reloc-unique	DungeonRecordUi_ClearCountAnim_Loop	bmdifficulty
080395CC	08039554	56	reloc-unique	DungeonRecordUi_EnemiesDefeatedTally_Init	bmdifficulty
08039604	0803958C	176	reloc-unique	DungeonRecordUi_UpdateEnemiesDefeatedCount	bmdifficulty
08039B40	08039AC8	56	reloc-unique	CpDecide_Suspend	cp_decide
08039B78	08039B00	256	reloc-unique	CpDecide_Main	cp_decide
08039D24	08039CAC	100	reloc-unique	AiDecideMain	cp_decide
08039D88	08039D10	180	reloc-unique	DecideHealOrEscape	cp_decide
08039E3C	08039DC4	28	reloc-unique	DecideSpecialItems	cp_decide
08039E58	08039DE0	76	reloc-unique	DecideScriptA	cp_decide
08039EA4	08039E2C	92	reloc-unique	DecideScriptB	cp_decide
0803A27C	0803A204	56	reloc-unique	AiStaffAction	cp_perform
0803A2B4	0803A23C	52	reloc-unique	AiUseItemAction	cp_perform
0803A2EC	0803A274	68	reloc-unique	AiTalkAction	cp_perform
0803A330	0803A2B8	40	reloc-ambiguous	AiRideBallistaAction	cp_perform
0803A330	0803A2E0	40	reloc-ambiguous	AiExitBallistaAction	cp_perform
0803A380	0803A308	80	reloc-unique	AiDKNightmareAction	cp_perform
0803A3D0	0803A358	56	reloc-unique	AiDKSummonAction	cp_perform
0803A408	0803A390	56	reloc-unique	AiPickAction	cp_perform
0803A670	0803A5F8	68	reloc-unique	CpPerform_WaitAction	cp_perform
0803A6B4	0803A63C	56	reloc-unique	CpPerform_Cleanup	cp_perform
0803A6F0	0803A678	36	reloc-unique	AiEscapeAction	cp_perform
0803A714	0803A69C	52	reloc-unique	AiWaitAndClearScreenAction	cp_perform
0803A748	0803A6D0	76	reloc-unique	CpPerform_EquipBest	cp_perform
0803B2B8	0803B298	124	reloc-unique	AiCountEnemyUnitsInRange	cp_utility
0803B334	0803B314	124	reloc-unique	AiCountAlliedUnitsInRange	cp_utility
0803C144	0803C1B4	164	reloc-unique	SaveNumberOfAlliedUnitsIn0To8Range	cp_utility
0803C2F4	0803C364	76	reloc-unique	AiCountCurrentPhaseFlaggedUnits	cp_utility
0803C340	0803C3B0	156	reloc-unique	AiCountAlliedFlaggedUnitsInRange	cp_utility
0803C3DC	0803C44C	68	reloc-unique	AiCanUnitUseAnyStaff	cp_utility
0803C56C	0803C5DC	108	reloc-unique	AiScript_Exec	cp_script
0803C5D8	0803C648	164	reloc-unique	AiScriptCmd_00_ConditionalGoto	cp_script
0803C67C	0803C6EC	48	reloc-unique	AiScriptCmd_01_FunctionCall	cp_script
0803D1B8	0803D228	176	reloc-unique	AiScriptCmd_18_TryAttackSnagWall	cp_script
0803D268	0803D2D8	124	reloc-unique	AiScriptCmd_19_MoveTowardsTerrain	cp_script
0803D2E4	0803D354	124	reloc-unique	AiScriptCmd_1A_MoveTowardsTerrain	cp_script
0803D810	0803D880	84	reloc-unique	AiFillReversedAttackRangeMap	cp_battle
0803D864	0803D8D4	196	reloc-unique	AiFloodMovementAndRange	cp_battle
0803E044	0803E0B4	96	reloc-unique	AiGetDamageTakenScoreComponent	cp_battle
0803E8CC	0803E93C	284	reloc-unique	AiEquipGetFlags	cp_0803E2F4
0803E9E8	0803EA58	332	reloc-unique	AiEquipGetDanger	cp_0803E2F4
0803EB34	0803EBA4	76	reloc-unique	AiEquipBestMatch	cp_0803E2F4
0803EBA8	0803EC18	60	reloc-unique	AiMarkStaffCapabilityFlags	cp_0803E2F4
0803EFA8	0803F018	324	reloc-unique	AiFunc_CountEnemiesInRange	cp_0803E2F4
0803F0EC	0803F15C	468	reloc-unique	AiTryAttackFromConfiguredPosition	cp_0803E2F4
0803F2DC	0803F34C	48	reloc-ambiguous	AiFunc_RestartDecisionState	cp_0803E2F4
0803F2DC	0803F37C	48	reloc-ambiguous	AiFunc_RestartDecisionStateDuplicate	cp_0803E2F4
0803F3C4	0803F434	112	reloc-unique	AiCountEnemyInRangeOrTryMoveToSpecificPosition	cp_0803E2F4
08040770	080407F0	84	reloc-unique	GetSpecialItemFuncIndex	cpextra_80407F0
080407C4	08040844	152	reloc-unique	AiTryDoSpecialItems	cpextra_80407F0
0804085C	080408DC	152	reloc-unique	AiSpecialItemDoorKey	cpextra_80407F0
080408F4	08040974	260	reloc-unique	AiSpecialItemLockpick	cpextra_80407F0
080409F8	08040A78	104	reloc-unique	AiSpecialItemAntitoxin	cpextra_80407F0
08040DE8	08040E68	48	reloc-ambiguous	InitAiMoveMapForUnit	cpextra_80407F0
08040DE8	08040E98	48	reloc-ambiguous	GenerateUnitExtendedMovementMapOnRange	cpextra_80407F0
08040DE8	08040EC8	48	reloc-ambiguous	GenerateUnitExtendedMovementMapNeglectWall	cpextra_80407F0
08040E78	0801A408	52	reloc-unique	GenerateUnitExtendedMovementMap	bmidoten
08040E78	08040EF8	48	reloc-unique	GenerateExtendedMovementMapNeglectWall	cpextra_80407F0
08040EA8	08040F28	44	reloc-unique	GenerateExtendedMovementMapOnRangeNeglectWall	cpextra_80407F0
08040ED4	080410C4	52	reloc-ambiguous	GenerateUnitExtendedMovementMapOnRangeAt	cpextra_80407F0
08040ED4	08040F54	52	reloc-ambiguous	GenerateUnitExtendedMovementMapOnRangeNeglectWall	cpextra_80407F0
08040F08	08040F88	52	reloc-unique	GenerateUnitExtendedMovementMapOnRangeNeglectDoor	cpextra_80407F0
08040F3C	08040FBC	48	reloc-unique	GenerateExtendedMovementMapOnRangeNeglectDoor	cpextra_80407F0
08040F6C	08040FEC	52	reloc-unique	GenerateUnitExtendedMovementMapOnRangeNeglectWallSnag	cpextra_80407F0
08040FA0	08041020	52	reloc-unique	GenerateExtendedMovementMapOnRangeNeglectWallSnag	cpextra_80407F0
08040FD4	0801A38C	64	reloc-unique	GenerateUnitMovementMap	bmidoten
08040FD4	08041054	60	reloc-unique	GenerateUnitMovementMapOnRange	cpextra_80407F0
08041078	080410F8	256	reloc-unique	AiDetermineNightmareEffectiveness	cpextra_80407F0
08041178	080411F8	468	reloc-unique	AiTryUseNightmareStaff	cpextra_80407F0
0804134C	080413CC	56	reloc-unique	AiDecideNightmareStaff	cpextra_80407F0
08041384	08041404	384	reloc-unique	AiTryDKSummon	cpextra_80407F0
08041504	08041584	44	reloc-unique	AiDecideDKSummon	cpextra_80407F0
08041880	08041900	124	reloc-unique	SioRegisterIrq	sio_core
080418FC	0804197C	96	reloc-unique	SioReleaseIrq	sio_core
08041B9C	08041C1C	332	reloc-unique	SioVsync_Loop	sio_core
08041D0C	08041D8C	56	reloc-unique	Sio_PlayRemoteSoundEffect	sio_core
08042A8C	08042B08	96	reloc-unique	SioBigSend_Init	sio_core
08042AEC	08042B68	112	reloc-unique	SioBigSend_Loop	sio_core
08042B5C	08042BD8	40	reloc-unique	SioBigReceive_Init	sio_core
08042B84	08042C00	68	reloc-unique	SioBigReceive_RecvHeader	sio_core
08042BC8	08042C44	172	reloc-unique	SioBigReceive_Loop	sio_core
08042D90	08042E0C	32	reloc-unique	SioInit	sio_main
08042DB0	08042E2C	76	reloc-unique	SioPollingMsgAndAck	sio_main
08042E2C	08042EA8	12	reloc-unique	LinkArena_ResetUnk04	sio_main
